Title,Uploader,Views,Likes,Comments,Upload Date,Duration (Seconds),Duration (Minutes),Tags,URL
What is Digital Signal Processing (DSP)? Advantages & Relation with Home Theatre | Ooberpad,Ooberpad,17467,238,11,21-10-2020,289,4.82,"Digital Signal Processing, Car Stereo DSP, Home Cinema DSP, DSP Hi-Fi, Acoustics DSP, Music Acoustics, Yamaha DSP, Cinema DSP, Analog Audio, Analog vs Digital, Digital Music, music enhancement, surround sound DSP, digital cinema DSP",https://www.youtube.com/watch?v=zvaYD8ojceI
What is Explainable AI?,IBM Technology,43220,1206,28,04-05-2022,449,7.48,"AI, Artificial Intelligence, Explainable AI, Explainable Artificial Intelligence, XAI",https://www.youtube.com/watch?v=jFHPEQi55Ko
What Is Explainable AI?,MATLAB,18810,388,3,07-03-2024,226,3.77,"6345800891112, MATLAB, MathWorks, Simulink, Explainable AI, AI, Reinforcement Learning, Deep Learning",https://www.youtube.com/watch?v=It2Q1eK_Klc
What is Explainable AI | Introduction to Explainable AI | Explainable AI | Intellipaat,Intellipaat,5190,90,8,10-08-2024,408,6.8,"What is Explainable AI, Introduction to Explainable AI, Explainable AI for Deep Learning, Explainable AI Machine Learning, Explainable AI in Healthcare, Explainable AI Tutorial, Explainable AI Techniques, Explainable AI Image Classification, Interpretability, Justifiability, Traceability How to Use Explainable AI, How Explainable AI Works, Explainable Artificial Intelligence, XAI Tutorial, Explainable AI Explained, What is XAI, XAI Explained, Aritificial Intelligence, Intellipaat",https://www.youtube.com/watch?v=McviMUYiG9s
What is Explainable AI?,Google Cloud Tech,22884,431,8,22-12-2022,301,5.02,"What is Explainable AI, What is Vertex Explainable AI, Explainable AI, Vertex Explainable AI, Vertex AI, Vertex, AI, Artificial Intelligence, Vertex Artificial Intelligence, model, train model, training model, train model vertex ai, train model with vertex ai, Deploying AI, Deploy AI, ML developer, ML development",https://www.youtube.com/watch?v=rHChrruNBTo
A Guide to Explainable AI | Artificial Intelligence Masterclass for Beginners,Jovian,12179,345,24,21-02-2023,2351,39.18,,https://www.youtube.com/watch?v=vNup3PygoWI
Introduction to Explainable AI (ML Tech Talks),TensorFlow,58077,1239,25,15-07-2021,2745,45.75,"purpose: Educate, pr_pr: TensorFlow, series: ML Tech Talks, type: DevByte (deck cleanup 0-10min), GDS: Yes, introduction to explainable ai, ml tech talks, tensorflow, tensorflow developer, tensorflow developers, developer, developers, google developers",https://www.youtube.com/watch?v=6xePkn3-LME
Explainable AI explained! | #1 Introduction,DeepFindr,76393,1369,25,08-02-2021,412,6.87,"Explainable AI, XAI, Explainability, Interpretable Machine Learning",https://www.youtube.com/watch?v=OZJ1IgSgP9E
Stanford Seminar - Human-Centered Explainable AI: From Algorithms to User Experiences,Stanford Online,20599,449,0,04-03-2023,3494,58.23,"Stanford, Stanford Online",https://www.youtube.com/watch?v=ZxPV_KVq-tI
APPLIED GENERATIVE - AI MASTER PROGRAM BY Mrs.SASMITHA,Durga Software Solutions,257,2,0,03-03-2025,5481,91.35,"durga, durga sir, durgasoft, interview, questions, java, software, training",https://www.youtube.com/watch?v=8VoyXrNFvRI
Explainable AI using SHAP | Explainable AI for deep learning | Explainable AI for machine learning,Unfold Data Science,4677,152,12,19-06-2024,1239,20.65,"Explainable AI using SHAP, Explainable AI for deep learning, Explainable AI for machine learning, Explainable AI python, Explainable AI techniques, Explainable AI in the project, Explainable AI in hindi, Explainable AI for deep learning models, Explainable AI project, Explainable AI in Data Science, Explainable AI meaning, Explainable AI in tamil, explainable AI tools, explainable AI packages, explainable AI projects, Deep learning",https://www.youtube.com/watch?v=chjB-agAgPE
What Is Predictive Analytics | How Does Predictive Analytics Work | Data Analytics | Simplilearn,Simplilearn,45766,553,2,17-07-2023,886,14.77,"predictive analysis, analytics, data analytics, data analytics career, predictive analytics workflow, data analytics work, what is predictive analysis, predictive analysis using python, steps involved in predictive analysis, predictive analysis example, data cleaning in python, model building in python, model evaluation in python, making predictions using python, prediction model, predictions using python, linear regression using python, python, python basics, simplilearn",https://www.youtube.com/watch?v=tdV9L3C-hxQ
What is predictive analytics? Transforming data into future insights,TECHtalk,96124,1033,16,27-03-2020,201,3.35,"What is, What is predictive analytics?, predictive analytics, Analytics, Google analytics, How-to",https://www.youtube.com/watch?v=cVibCHRSxB0
The Fundamentals of Predictive Analytics - Data Science Wednesday,Decisive Data,176588,3323,0,02-03-2018,314,5.23,"Data, Data Science, Predictive Analytics, Data Visualization, Analytics, Business Analytics",https://www.youtube.com/watch?v=4y6fUC56KPw
What is Predictive Analytics | Data Analytics | Techcanvass,Techcanvass,8443,111,2,28-06-2022,646,10.77,"predictive analytics, machine learning, analytics, data analytics, data science, cbda, predictive analysis, predictive analytics in bda, what is predictive analytics, predictive analytics in big data, data analyst, explain the process of predictive analytics in brief, how predictive analytics is used in a real world setting, predictive analysis in business analytics, predictive analytics in big data analytics, what is predictive analysis",https://www.youtube.com/watch?v=Zo_qcw7Etrk
Prescriptive VS Descriptive VS predictive Analytics | in Hindi,Code Tute,104106,2953,147,02-10-2020,430,7.17,"Prescriptive VS Descriptive VS predictive Analytics, Difference between prescriptive vs descriptive vs predictive analytics, what is descriptive analytics, what is predictive analytics, what is prescriptive analytics, analytics, difference between predictive vs descriptive, difference between descriptive and prescriptive",https://www.youtube.com/watch?v=EQEhgQddbZw
Predictive Analysis Using Python | Learn to Build Predictive Models | Python Training | Edureka,edureka!,228331,3968,76,18-05-2020,1657,27.62,"yt:cc=on, what is predictive analysis, predictive analysis using python, steps involved in predictive analysis, predictive analysis example, house price prediction using python, data exploration in python, data cleaning in python, model building in python, performance analysis in python, model evaluation in python, making predictions using python, prediction model, predictions using python, linear regression using python, linear regression example, python, python basics, edureka",https://www.youtube.com/watch?v=Cx8Xie5042M
What is Predictive Analytics?,Data Science Dojo,3283,59,3,15-09-2022,3530,58.83,"predictive analytics, prescriptive analytics, data analytics, predictive models, predictive analysis, regression, classification, decision making, data analysis, descriptive analytics, time series analysis, time series forecasting",https://www.youtube.com/watch?v=0ThP9tsFsF4
Simple Linear Regression Analysis For Beginners | Basic Predictive Analytics,Adam Finer - Learn BI Online,21779,642,32,23-09-2021,633,10.55,,https://www.youtube.com/watch?v=hxrM8LJ-27w
ONLINE & PHYSICAL TRAINING COURSE  IN DATA MANAGEMENT AND ANALYSIS USING SPSS AND AI,Norwegian Research Training Institute,389,11,5,03-03-2025,585,9.75,,https://www.youtube.com/watch?v=sJhB07cNRPQ
Why do companies use Predictive Analytics?,Frankfurt School of Finance & Management,17138,59,1,07-09-2016,120,2,,https://www.youtube.com/watch?v=J11FMQLkYfM
SPM(Software Project Management) with real life examples,Gate Smashers,554269,9320,163,22-07-2022,638,10.63,"spm, software project management, software Engineering, software developer, software, software projects, software project management tutorial, software project management tools, software manager interview questions and answers, software manager skills, software manager interview, software manager, IT project management, it project manager interview questions and answers, it project manager day in the life, what is software project management, what is SPM",https://www.youtube.com/watch?v=b6mcMkQONic
Introduction To Project Management In Software Engineering | Software Project Management|Simplilearn,Simplilearn,4435,53,1,11-07-2024,995,16.58,"introduction to project management in software engineering, software project management, project management, software engineering, SPM, software manager, what is spm, how to manage a software development project, how to manage a software project, project management for managers, project management in software project management, it project management, project management course, software development course, SPM explained, Simplilearn",https://www.youtube.com/watch?v=YITEaLx_56g
Software Project Management - Why it's Different!,ProjectManager,110918,623,18,05-05-2014,271,4.52,"Software Project Management, Project Manager, project management, software, project, management, manager, IT project management, IT",https://www.youtube.com/watch?v=TYBVAvWkG6M
Project Management Tutorial: 12 Years of Experience in 45 Minutes,IT Project Managers,717813,18621,576,13-07-2022,2709,45.15,"full course on project management, pmbasics101, pmp, project management, project management basics, project management beginners, project management best practices, project management career path, project management course, project management crash course, project management explained, project management explained simply, project management fundamentals, project management life cycle, project management methodology, project management tutorial, what is a project management",https://www.youtube.com/watch?v=4C5LYI1DLR4
Project Management in Software Engineering | Project Management  | Invensis Learning,Invensis Learning,9361,162,3,10-03-2023,699,11.65,"spm, software project management, software manager, what is SPM, Software Project Management, How To Manage a Software Development Project, How To Manage a Software Project, project management, project management for managers, project management in software project management, Invensis Learning",https://www.youtube.com/watch?v=zNcZMCcWTMU
Software Project Management: How To Manage a Software Development Project,Dan Martell,99121,1258,97,21-08-2017,613,10.22,"How To Manage a Software Development Project, How To Manage a Software Project, Managing a Project, Project Management, Gantt Charts, Prototype, User Experience, User Interface, Visual Design, Defined Dependencies, Technology, Marketing, Startup Life, Dan Martell, software project management tutorial, software project management tools, software project planning, software projects, software project management, software development, software development project management",https://www.youtube.com/watch?v=Y7sJwlyuoWw
Project Management Full Course In 8 Hours | Project Management Training | Simplilearn,Simplilearn,1969742,32513,263,13-02-2021,29166,486.1,"learn project management, pmp training videos, project management, project management 101, project management complete course, project management complete tutorial, project management for managers, project management full chapter, project management full course, project management fundamentals, project management professional, project management tools, project management tutorial, project management tutorial 6th edition, project management tutorial for beginners, simplilearn",https://www.youtube.com/watch?v=uWPIsaYpY7U
1. Software Project Management Concepts | Introduction of SPM | ACP SPM,Happy Coding,1460,37,10,21-11-2024,4172,69.53,"Software Project Management Concepts, Introduction of SPM, ACP SPM, RPSC ACP By Happy Coding, rpsc acp Classes Online, rpsc acp weekend classes, rpsc acp best coaching, rpsc acp Happy Coding, rpsc acp Best Course, rpsc acp Online Live Demo Classes, rpsc acp top coaching, rpsc acp live class, rpsc acp online course, rpsc online free coaching, rpsc acp previous paper solution, rpsc acp free online live classes, rpsc acp online preparation, rpsc acp classes online",https://www.youtube.com/watch?v=uuWU9gesYtM
Employee Management System in Python | Python Tutorial in Tamil | Python Project in Tamil,BTree Systems,353,13,2,03-03-2025,3162,52.7,"python for beginners in tamil, python tutorials in tamil, learn python in tamil, python in tamil, python programming in tamil, python projects in tamil, python complete course in tamil, what is python in tamil, python beginners in tamil, how to learn python in tamil, python full course tamil, python tutorial in tamil, python full course one video in tamil, python tutorial tamil, complete python course for beginners in tamil, Python Tutorial For Beginners In Tami",https://www.youtube.com/watch?v=pJy001vnISA
SE 31: Project Management Spectrum | 4P's with Examples,CS & IT Tutorials by Vrushali 👩‍🎓,47847,681,17,29-03-2023,324,5.4,"project management, management spectrum, software project management, spectrum, project spectrum, 4 p's of project management, project management concepts, software project management tutorial, 4 p's of project management in software engineering, spectrum management, project management lecture, 4 ps in software engineering, four p's in software engineering, software project management in software engineering, gate smashers, jenny lecture, 5 minute engineering, gate exam",https://www.youtube.com/watch?v=f4uKk_gPOk4
